Date,Time,Sender,Message,Cluster
08/03/24,12.24.58,Izam TIF '21,sing menune ayam goreng po pecel lele ngunu,2
08/03/24,12.52.37,Inandra,josjisjus,1
08/03/24,12.52.43,Inandra,gaske saran,1
08/03/24,12.54.30,Izam TIF '21,walah waluh,1
08/03/24,12.54.40,Izam TIF '21,akeh soal e warung e bos😁,1
08/03/24,12.58.15,Inandra,seng senenganmu bos,1
09/03/24,09.37.39,Navila TIF '22,Pagiii semuaaa,1
09/03/24,09.37.41,Navila TIF '22,*🚨 REMINDER 🚨*,1
,,,,1
,,,_🌻Assalamu'alaikum Warahmatullahi Wabarakatuh 🌻_,1
,,,,1
,,,Haloo semuaa👋🏻,1
,,,,1
,,,Diberitahukan kepada *SELURUH PJ KEPANITIAAN PARTI*  bahwa akan diadakan *RAPAT PJ KEDUA* pada:,1
,,,,1
,,,🗓 Hari                	: *Selasa*,1
,,,🗒 Tanggal         	: *12 Maret 2024*,1
,,,🕘 Jam                	: *15.30 WIB*,1
,,,👔 Dresscode      : *Bebas & Sopan*,1
,,,🏠 Tempat          	:  (menyusul),1
,,,📍 Agenda            :,1
,,,• Pembagian anggota parti,1
,,,• Buka bersama,1
,,,,1
,,,📌 Note :,1
,,,*• Diharapkan datang semua dan tepat waktu🙏🏻*,1
,,,,1
,,,Terimakasih❤‍🔥,1
,,,,1
,,,_🌻Wassalamu’alaikum Warahmatullahi Wabarakatuh 🌻_ ‎<Pesan ini diedit>,1
09/03/24,09.39.55,Dinta TIF '22,Waalaikumsalam,1
09/03/24,09.39.57,Dinta TIF '22,Oke vil,1
09/03/24,09.53.28,ReviTO,jir 15.30 sangat jauh dengan jam buka,1
09/03/24,10.19.07,Inandra,kan rapat sek,1
09/03/24,10.19.23,ReviTO,lapar no,1
09/03/24,10.19.35,Izam TIF '21,opo koe poso,1
09/03/24,10.20.19,ReviTO,"poso no, wajib boz",1
10/03/24,09.54.19,Inandra,teman” saran tempat e dong,1
10/03/24,10.24.40,ReviTO,rc,1
10/03/24,10.25.06,Inandra,rc i ndi,1
10/03/24,10.27.42,ReviTO,adoh,1
10/03/24,11.26.23,Joselyn TIF'22,Kakkoi,1
,,,"‎[10/03/24, 11.28.34] ~ Faiz Arfian Ilhami: ‎stiker tidak disertakan",1
10/03/24,11.33.38,Inandra,yg bener aja,1
,,,"‎[10/03/24, 11.36.15] Salwa TIF '22: ‎stiker tidak disertakan",1
11/03/24,08.13.11,Navila TIF '22,Pagii teme temen,1
11/03/24,08.13.20,Navila TIF '22,*🚨 REMINDER 🚨*,1
,,,,1
,,,_🌻Assalamu'alaikum Warahmatullahi Wabarakatuh 🌻_,1
,,,,1
,,,Haloo semuaa👋🏻,1
,,,,1
,,,Diberitahukan kepada *SELURUH PJ KEPANITIAAN PARTI*  bahwa akan diadakan *RAPAT PJ KEDUA* pada:,1
,,,,1
,,,🗓 Hari                	: *Selasa*,1
,,,🗒 Tanggal         	: *12 Maret 2024*,1
,,,🕘 Jam               	: *15.30 WIB*,1
,,,👔 Dresscode     : *Bebas & Sopan*,1
,,,🏠 Tempat         	:  Rumah Haidar,1
,,,https://maps.app.goo.gl/Q5F2U7NSjVMfXqfj6,1
,,,📍 Agenda          :,1
,,,• Pembagian anggota parti,1
,,,• Buka bersama,1
,,,• Pembahasan Danusan,1
,,,,1
,,,📌 Note :,1
,,,*• Diharapkan datang semua dan tepat waktu🙏🏻*,1
,,,,1
,,,Terimakasih❤‍🔥,1
,,,,1
,,,_🌻Wassalamu’alaikum Warahmatullahi Wabarakatuh 🌻_,1
11/03/24,08.17.15,Inandra,josjisjus,1
12/03/24,08.36.37,Navila TIF '22,*🚨 REMINDER 🚨*,1
,,,,1
,,,_🌻Assalamu'alaikum Warahmatullahi Wabarakatuh 🌻_,1
,,,,1
,,,Haloo semuaa👋🏻,1
,,,,1
,,,Diberitahukan kepada *SELURUH PJ KEPANITIAAN PARTI*  bahwa akan diadakan *RAPAT PJ KEDUA* pada:,1
,,,,1
,,,🗓 Hari                	: *Selasa*,1
,,,🗒 Tanggal         	: *12 Maret 2024*,1
,,,🕘 Jam               	: *15.30 WIB*,1
,,,👔 Dresscode     : *Bebas & Sopan*,1
,,,🏠 Tempat         	:  Rumah Haidar,1
,,,https://maps.app.goo.gl/Q5F2U7NSjVMfXqfj6,1
,,,📍 Agenda          :,1
,,,• Pembagian anggota parti,1
,,,• Buka bersama,1
,,,,1
,,,📌 Note :,1
,,,*• Diharapkan datang semua dan tepat waktu🙏🏻*,1
,,,,1
,,,Terimakasih❤‍🔥,1
,,,,1
,,,_🌻Wassalamu’alaikum Warahmatullahi Wabarakatuh 🌻_,1
12/03/24,08.37.54,Inandra,@62895620490206 @6285854534950 @6281231715679 @6282175165826 @6281327209494 @6289675358785 @6282139075188 @6285775087151 @6287804044937 @6281233544829 @6282198045056 @6289529000117 @6281225316790 @6281218620232 @6289516556760 @628993998600 @6285290474524 @6281393686086 @6281336917985 @6285865803536 @6289638972960,1
12/03/24,08.39.23,Dinta TIF '22,Oke siap,1
12/03/24,13.05.24,Izam TIF '21,siph,1
12/03/24,13.11.21,ReviTO,ok,1
12/03/24,13.11.25,ReviTO,otw,1
12/03/24,13.11.31,Joselyn TIF'22,Nggih,1
,,,"‎[12/03/24, 15.05.21] Heidar TIF '22: ‎gambar tidak disertakan",1
12/03/24,15.05.45,Labib,okeokee,1
12/03/24,15.09.45,~ Faiz Arfian Ilhami,walah,1
12/03/24,15.38.22,Inandra,aoao,1
12/03/24,15.38.37,Rehan ECU,iki omahe sinh endi,1
12/03/24,15.39.20,Inandra,mlebu,1
12/03/24,15.39.26,Inandra,perumahan loji,1
12/03/24,15.39.59,Inandra,"‎Lokasi: https://maps.google.com/?q=-7.582069,110.778992",1
12/03/24,15.46.36,Joselyn TIF'22,Sakedhap,1
12/03/24,15.47.17,Joselyn TIF'22,Ancer-ancer e opo?,1
12/03/24,15.47.28,~ Faiz Arfian Ilhami,perumahan,1
12/03/24,15.47.54,Inandra,perumahan ono tulisane,1
12/03/24,15.48.00,Joselyn TIF'22,Y,1
12/03/24,15.48.31,~ Faiz Arfian Ilhami,perumahan ono taman kanak”,1
12/03/24,16.22.57,Inandra,@6285865803536 posisi,1
,,,"‎[12/03/24, 16.23.20] Stiven TIF '21: ‎gambar tidak disertakan",1
12/03/24,16.23.24,Stiven TIF '21,lg cari buku,1
12/03/24,16.23.34,Inandra,@6281218620232 @6285854534950,1
12/03/24,16.25.47,Inandra,posisii,1
12/03/24,16.26.15,Joselyn TIF'22,Yokkk,1
12/03/24,16.57.56,Navila TIF '22,https://docs.google.com/document/d/1eBwOB-1lpAL5oIaWshEt2BWkh9oD_yMoIK75lDAvMVQ/edit?usp=sharing,1
12/03/24,16.59.00,Inandra,‎Anda menghapus pesan ini.,1
,,,"‎[12/03/24, 17.01.17] Inandra: ‎gambar tidak disertakan",1
12/03/24,17.01.29,Stiven TIF '21,ngp,1
12/03/24,17.01.32,Stiven TIF '21,la mau bayu,1
12/03/24,17.01.35,Stiven TIF '21,ro arya weh,1
12/03/24,17.01.37,Inandra,iki sg durung,1
12/03/24,17.01.39,Stiven TIF '21,jos jis,1
12/03/24,17.01.45,Inandra,arya?,1
12/03/24,17.01.50,Stiven TIF '21,hoo,1
,,,"‎[12/03/24, 17.02.28] Inandra: ‎gambar tidak disertakan",1
12/03/24,17.02.44,Stiven TIF '21,wonge kan sak kos to,1
12/03/24,17.02.48,Stiven TIF '21,😏😏😏,1
12/03/24,17.02.51,Stiven TIF '21,this is teknik,1
12/03/24,17.03.01,Inandra,reneo pen ndang,1
12/03/24,17.03.22,Stiven TIF '21,nanggung rep bukooo,1
12/03/24,17.03.29,Inandra,buko kenee,1
12/03/24,17.03.49,Stiven TIF '21,reva rung ngabari tekan kos kawatir ak,1
12/03/24,17.03.54,Inandra,@6285854534950 @6281218620232 @6287804044937 @6281336917985,1
12/03/24,17.05.34,Inandra,oke victor fitria kesek ya,1
,,,"‎[12/03/24, 17.05.49] Inandra: ‎gambar tidak disertakan",1
12/03/24,17.05.57,Sofia TIF ‘22,"mas izam menyusul, aku izin ya lg berbuka puasa pertama dgn keluarga 😔🙏🏻",1
12/03/24,17.07.42,Rechin TIF '22,baik,1
,,,"‎[12/03/24, 17.28.15] Inandra: ‎gambar tidak disertakan",1
12/03/24,17.29.12,Stiven TIF '21,ramudeng wong wongane ak,1
12/03/24,17.29.37,Stiven TIF '21,perkap waeh,1
12/03/24,17.29.55,Inandra,@6285854534950 @6281218620232,1
12/03/24,17.30.11,Rechin TIF '22,kesek,1
12/03/24,17.30.25,Stiven TIF '21,nek kesek boleh sihh,1
12/03/24,17.30.37,Inandra,piye sidane athaya,1
12/03/24,17.30.48,Stiven TIF '21,web e pemgumuman kae ndi to,1
12/03/24,17.31.14,Inandra,himatif.ukm.ums.ac.id,1
12/03/24,17.31.57,Inandra,http://himatif.ukm.ums.ac.id/2024/02/kepengurusan-himatif-ums-2023-2024.html?m=1#more,1
12/03/24,17.32.14,Inandra,ndang,1
12/03/24,17.32.52,Stiven TIF '21,pirja dijipok sp,1
12/03/24,17.32.57,Inandra,humas,1
12/03/24,17.33.07,Inandra,firja yo dipengen sponsor,1
12/03/24,17.33.25,Inandra,iki seh ono zidni,1
12/03/24,17.33.30,Inandra,perkab diesnat,1
12/03/24,17.33.36,Stiven TIF '21,zidni wonge ndi,1
12/03/24,17.33.45,Inandra,bidang 3 rodok duwur,1
12/03/24,17.34.07,ReviTO,farrel lanang wae,1
12/03/24,17.34.11,ReviTO,perkap,1
12/03/24,17.34.13,Stiven TIF '21,jeneng asline,1
12/03/24,17.34.20,Inandra,muhammad zidni,1
12/03/24,17.34.22,Stiven TIF '21,oh moh,1
12/03/24,17.34.25,Stiven TIF '21,ojo muhammad,1
12/03/24,17.34.39,ReviTO,matius,1
12/03/24,17.34.49,Stiven TIF '21,farel po irpanb,1
12/03/24,17.34.51,Stiven TIF '21,wi,1
12/03/24,17.34.54,Stiven TIF '21,mnding ndi,1
12/03/24,17.35.08,Stiven TIF '21,farel lanang ijan ijin wae,1
12/03/24,17.35.09,Stiven TIF '21,malesi,1
12/03/24,17.35.19,ReviTO,nek enek bolone mangkat,1
12/03/24,17.35.38,Stiven TIF '21,yo nek raenek,1
,,,"‎[12/03/24, 17.35.42] Stiven TIF '21: ‎stiker tidak disertakan",1
12/03/24,17.35.53,Stiven TIF '21,eh nuril,1
12/03/24,17.36.03,Stiven TIF '21,awake apik,1
12/03/24,17.36.03,Inandra,nuril seh kosong,1
12/03/24,17.36.06,Stiven TIF '21,cocok,1
12/03/24,17.36.10,Stiven TIF '21,nggo ngusungi,1
12/03/24,17.36.11,Inandra,lapie nuril?,1
12/03/24,17.36.13,Stiven TIF '21,nuril,1
12/03/24,17.36.14,Sofia TIF ‘22,PIRJA DPONSOR,1
12/03/24,17.36.16,Sofia TIF ‘22,SPONSOR,1
12/03/24,17.36.30,Stiven TIF '21,wes kono ribut o,1
12/03/24,17.36.44,Sofia TIF ‘22,eh ws diplot ng mas izam i,1
12/03/24,17.37.01,Inandra,oke athaya kesek,1
12/03/24,17.37.12,Stiven TIF '21,per sie piro to,1
12/03/24,17.40.43,Inandra,firja sponsor,1
,,,damar humas,1
,,,irfan konsum,1
12/03/24,17.40.44,Inandra,fix,1
,,,"‎[12/03/24, 17.45.34] Inandra: ‎gambar tidak disertakan",1
12/03/24,17.45.51,Rechin TIF '22,per sie berapa to?,1
12/03/24,17.47.04,Rehan ECU,iki ws pesen maem rung,1
12/03/24,17.47.48,Inandra,ws,1
12/03/24,17.48.23,Inandra,10 orang,1
12/03/24,17.57.42,Salwa TIF '22,Ayam Geprek = 17.000,1
12/03/24,18.01.40,Nirot TIF '22,Bayari revito jare,1
12/03/24,18.59.21,Navila TIF '22,‎Navila TIF '22 menyematkan pesan,1
12/03/24,19.35.40,Joselyn TIF'22,JANGAN LUPA BAYAR!,1
12/03/24,19.36.53,ReviTO,ok,1
,,,"‎[12/03/24, 20.40.39] ReviTO: ‎gambar tidak disertakan",1
,,,"‎[12/03/24, 20.40.40] Nirot TIF '22: ‎Kartu kontak tidak disertakan",1
,,,"‎[12/03/24, 20.40.54] ReviTO: ‎Kartu kontak tidak disertakan",1
,,,"‎[12/03/24, 20.41.21] Nirot TIF '22: ‎Kartu kontak tidak disertakan",1
12/03/24,20.44.38,ReviTO,info isi proposal,1
,,,"‎[12/03/24, 20.59.28] Nirot TIF '22: ‎Kartu kontak tidak disertakan",1
12/03/24,21.02.54,Salwa TIF '22,mnta nomer agil sma anas,1
12/03/24,21.03.06,Nirot TIF '22,Moh,1
12/03/24,21.03.07,Stiven TIF '21,ni buat di add grup?,1
,,,"‎[12/03/24, 21.03.19] Nirot TIF '22: ‎Kartu kontak tidak disertakan",1
12/03/24,21.07.34,Inandra,PJ bisa langsung membuat grup sie dan memasukkan anggotanya ya,1
12/03/24,21.07.40,Inandra,ini hasil notul,1
12/03/24,21.08.16,Navila TIF '22,Notulensi rapat PJ,1
,,,12/03/2024,1
,,,,1
,,,https://docs.google.com/document/d/1eBwOB-1lpAL5oIaWshEt2BWkh9oD_yMoIK75lDAvMVQ/edit?usp=sharing,1
12/03/24,21.18.32,Stiven TIF '21,nomere nur said,1
12/03/24,21.18.36,Stiven TIF '21,sm nuril,1
12/03/24,21.39.37,Nirot TIF '22,+62 812-2506-5144,1
12/03/24,21.39.45,Stiven TIF '21,udh nirot tengkyu,1
12/03/24,21.39.54,Nirot TIF '22,Oke oke,1
12/03/24,21.41.35,ReviTO,+62 895-3647-82871,1
12/03/24,21.41.37,ReviTO,nuril,1
12/03/24,21.42.48,Stiven TIF '21,udh dpt dri ms gilang,1
12/03/24,21.43.24,ReviTO,ok,1
12/03/24,21.49.17,ReviTO,https://chat.whatsapp.com/KTU4X1akWCOEUBKnJAplSL,1
12/03/24,21.49.32,ReviTO,he iki aku perlu mlebu grup sie liyane ora? @6282328792661,1
12/03/24,21.50.00,Stiven TIF '21,hoo lah,1
12/03/24,21.54.29,Inandra,"nek koe rasah wae, mergo posisimu dadi pj",1
12/03/24,21.54.37,Inandra,sg ketupat wae kro sc,1
12/03/24,21.54.46,ReviTO,soale aku di add neng perkap,1
12/03/24,21.54.51,Inandra,ooo,1
12/03/24,21.55.00,Inandra,@6289675358785 mas gilang,1
12/03/24,21.55.27,Stiven TIF '21,revito di kick,1
,,,"‎[12/03/24, 21.55.29] ReviTO: ‎gambar tidak disertakan",1
12/03/24,21.55.32,Gilang TIF '22,Oke,1
12/03/24,21.55.34,ReviTO,rung tak terima og,1
12/03/24,21.55.42,Stiven TIF '21,rasah,1
12/03/24,21.55.44,ReviTO,sek tak join dilut,1
12/03/24,21.55.46,Stiven TIF '21,nhebak ngebaki,1
12/03/24,21.55.49,ReviTO,say hi,1
12/03/24,21.55.59,Inandra,so asik bet,1
,,,"‎[12/03/24, 21.57.12] ReviTO: ‎gambar tidak disertakan",1
12/03/24,21.57.58,Stiven TIF '21,gur revito tok kan kabid sg ramlebu grup,1
12/03/24,21.58.16,ReviTO,jebul ngono diskriminasi ne,1
12/03/24,21.58.23,ReviTO,peh minoritas,1
12/03/24,21.59.13,Navila TIF '22,Aku ro jose melu tiap sie ga?,1
12/03/24,21.59.16,Rehan ECU,betol,1
12/03/24,21.59.25,Stiven TIF '21,egak di grup kmrin,1
12/03/24,21.59.27,Dinta TIF '22,Aku mbi naya yo join tiap sie ga?,1
12/03/24,21.59.27,Rehan ECU,prioritas jano,1
12/03/24,21.59.37,Stiven TIF '21,egax,1
12/03/24,21.59.43,Stiven TIF '21,gktau,1
12/03/24,22.00.28,ReviTO,ketupat tok saja,1
12/03/24,22.00.30,ReviTO,yang masuk,1
12/03/24,22.00.37,ReviTO,seperti proker pada umumnya,1
12/03/24,22.00.48,Dinta TIF '22,Oke,1
12/03/24,22.00.55,Dinta TIF '22,Tp naya masuk grup pj ya,1
12/03/24,22.01.02,Stiven TIF '21,ih kan,1
12/03/24,22.01.06,Rehan ECU,iki ra di gae komunitas wae ta ben ra bingung,1
12/03/24,22.01.06,ReviTO,cok neng gone heidar ki renek makanan kh,1
12/03/24,22.01.13,Stiven TIF '21,tiap sub acara ada penanggung jawabny gk sih,1
12/03/24,22.01.19,Rehan ECU,kayu,1
12/03/24,22.01.24,ReviTO,btul,1
12/03/24,22.01.28,ReviTO,minimal dilobby sek,1
12/03/24,22.01.39,ReviTO,"bocahe kepo, amanah lain ki opo",1
12/03/24,22.02.21,Navila TIF '22,Ki aku seng ngawe perkoro sih sebenereee hehe,1
12/03/24,22.02.24,Dinta TIF '22,Ya Allah besok pagi tak lobby,1
12/03/24,22.02.52,Navila TIF '22,"Aku wes ngomong neng grup administrasi, tapi ben surprise wae dinta sk ngomong e",1
12/03/24,22.03.54,Inandra,awokwkw,1
12/03/24,22.03.59,Inandra,jd imam mahdi gantiin anis,1
12/03/24,22.05.30,ReviTO,😭😭😭,1
12/03/24,22.05.35,ReviTO,kon ngedolke hp ku ae,1
12/03/24,22.05.41,ReviTO,parahhhh,1
12/03/24,22.05.47,ReviTO,dee ki lg mengeluh grgr kui,1
12/03/24,22.06.02,ReviTO,sy lg yang menanggung beban disalahkan,1
12/03/24,22.06.14,Inandra,kren sbg penanggung,1
12/03/24,22.06.14,ReviTO,moso dadi enemy bagi anggotaku dewe saiki,1
12/03/24,22.06.33,Inandra,kene kon ngeluh sm sya,1
12/03/24,22.06.36,Inandra,ngko tak blame dinta,1
12/03/24,22.06.59,Dinta TIF '22,Bjir maksude,1
12/03/24,22.07.10,Dinta TIF '22,Besok besok,1
12/03/24,22.07.11,ReviTO,real,1
12/03/24,22.07.12,Dinta TIF '22,Sabar naya,1
12/03/24,22.07.26,Dinta TIF '22,Aku jek ngurusi anakmu sijine ya revito,1
12/03/24,22.07.46,Inandra,wkwkw,1
12/03/24,22.07.49,Inandra,ba rung rampung?,1
12/03/24,22.08.17,Dinta TIF '22,Ki jik proses,1
12/03/24,22.08.20,ReviTO,btul juga,1
12/03/24,22.08.26,ReviTO,smgt,1
12/03/24,22.08.37,Dinta TIF '22,Ya,1
12/03/24,22.08.45,Rehan ECU,🥶,1
12/03/24,22.14.40,Inandra,nav nek iso notulensi jadikan satu file wae ya @6282325384330,1
12/03/24,22.14.57,Inandra,mksd e tiap notul ada di satu file yang sama,1
12/03/24,22.15.36,Navila TIF '22,Oke oke. Besok yak,1
12/03/24,22.15.57,Inandra,yes,1
12/03/24,22.27.48,PJ PARTI 2024 ABANGKUH 🙌🔥🌾,‎Anggota baru memerlukan persetujuan admin untuk bergabung ke grup ini.,1
12/03/24,22.27.49,PJ PARTI 2024 ABANGKUH 🙌🔥🌾,‎Anda Menambahkan Grup Ini ke Komunitas: PARTI 2024,1
12/03/24,22.28.54,Inandra,tolong jadikan aku admin disetiap grup sie,1
12/03/24,22.33.52,ReviTO,anda blm masuk grup acara,1
12/03/24,22.34.11,Inandra,minimal dimasukkan,1
12/03/24,22.34.26,ReviTO,oy,1
12/03/24,22.34.36,ReviTO,kabeh lo ws nge read,1
12/03/24,22.34.51,Inandra,acc,1
12/03/24,22.34.55,Inandra,sry ketimbun,1
12/03/24,22.35.16,ReviTO,ok,1
12/03/24,22.54.50,~ Faiz Arfian Ilhami,aku masuk kah boss,1
12/03/24,23.04.29,ReviTO,ora,1
13/03/24,07.30.39,Dinta TIF '22,"Ki naya tak chat ya, ngko nek wes menjawab tak masukke grup",1
13/03/24,07.31.45,Inandra,yaa,1
13/03/24,07.31.55,Inandra,‎Anda mengubah pengaturan grup ini untuk mengizinkan hanya admin yang dapat menambahkan orang lain ke grup ini.,1
13/03/24,07.31.59,Inandra,‎Anda mengubah pengaturan grup ini untuk mengizinkan semua anggota menambahkan orang lain ke grup ini,1
13/03/24,07.32.00,PJ PARTI 2024 ABANGKUH 🙌🔥🌾,‎Anda mengubah pengaturan sehingga hanya admin yang bisa mengedit pengaturan grup,1
13/03/24,07.32.01,PJ PARTI 2024 ABANGKUH 🙌🔥🌾,‎Anda mengubah pengaturan sehingga hanya admin yang bisa mengedit pengaturan grup,1
13/03/24,07.34.18,Salwa TIF '22,iki anggota boleh dimasukkan grup?,1
13/03/24,07.34.59,Inandra,grup bes?,1
13/03/24,07.35.14,Salwa TIF '22,grup sie,1
13/03/24,07.35.37,Inandra,bole bejir,1
13/03/24,07.35.39,Inandra,silahkan,1
13/03/24,07.42.18,Salwa TIF '22,baiklah,1
13/03/24,07.55.14,ReviTO,bejir belum dimasukkan,1
13/03/24,08.02.32,Dinta TIF '22,Ki wes podo dilebokke ng grup sie gung si akt 23?,1
13/03/24,08.05.05,Inandra,wes,1
13/03/24,08.06.16,Dinta TIF '22,Naya masuk ya,1
13/03/24,08.06.25,Dinta TIF '22,‎Dinta TIF '22 meminta untuk menambahkan ‪+62 895‑6201‑50369‬,1
13/03/24,08.06.38,Naya TIF ‘23,‎Dinta TIF '22 menambahkan Naya TIF ‘23. Ketuk untuk mengubah siapa yang bisa menambah anggota lain.,1
13/03/24,08.06.52,Dinta TIF '22,Selamat datang nayaaa🤩✨,1
13/03/24,08.06.57,Inandra,selamat bergabung naya,1
13/03/24,08.15.55,Rehan ECU,wow,1
13/03/24,08.15.59,ReviTO,wow,1
13/03/24,08.16.12,ReviTO,kget,1
13/03/24,08.57.02,Naya TIF ‘23,halOo mas mbak semuanyaa😲🙌🏻,1
13/03/24,09.00.57,Inandra,hewlo,1
13/03/24,09.01.24,Dinta TIF '22,Haaii,1
13/03/24,09.01.40,Rehan ECU,oke bew,1
13/03/24,09.10.38,~ Faiz Arfian Ilhami,‎Pesan ini dihapus.,1
13/03/24,10.05.48,Salwa TIF '22,iki jadi ujicoba danusan ga? nek jadi kapan?,1
13/03/24,10.06.12,Inandra,@628993998600 udh tanya blom,1
,,,"‎[13/03/24, 10.06.45] Inandra: ‎gambar tidak disertakan",1
13/03/24,10.07.29,ReviTO,pie,1
13/03/24,10.07.37,Inandra,risol,1
13/03/24,10.19.38,Inandra,ujicoba minggu ready ga?,1
13/03/24,10.20.17,Izam TIF '21,ready wae bos jane,1
13/03/24,10.20.31,Izam TIF '21,tapi iki butuh wektu go bonding antar anggota sek😁,1
13/03/24,10.20.54,Izam TIF '21,langsung ditembak dodolan yo do malaz nek rung knal,1
13/03/24,10.23.34,Inandra,yes you,1
13/03/24,10.23.43,Inandra,nek dewe sek wae minimal,1
13/03/24,10.23.46,Inandra,do glm ra,1
13/03/24,10.25.28,Safridha,Mauu,1
13/03/24,10.27.34,Heidar TIF '22,Gas no,1
,,,"‎[13/03/24, 10.31.37] Izam TIF '21: ‎stiker tidak disertakan",1
13/03/24,11.01.13,ReviTO,"mas, kalo tuker sama sie lain bisa ngga?",1
13/03/24,11.01.19,Inandra,gabisa,1
13/03/24,11.01.19,ReviTO,pie ki😭,1
13/03/24,11.01.24,Inandra,bnr” gabisa,1
13/03/24,11.01.28,ReviTO,jir fast resp sekali,1
13/03/24,11.01.54,Safridha,Soponeh,1
,,,"‎[13/03/24, 11.02.13] ReviTO: ‎gambar tidak disertakan",1
13/03/24,11.02.32,ReviTO,bejir,1
13/03/24,11.02.43,Heidar TIF '22,Sopo kuwi ?,1
13/03/24,11.02.56,ReviTO,puri,1
13/03/24,11.03.07,ReviTO,orgnya sgt tertekan,1
13/03/24,11.06.24,Inandra,gabisa,1
13/03/24,11.06.28,Inandra,udah final,1
13/03/24,11.08.31,Salwa TIF '22,ngko ndak marai pgen liane wkwk,1
13/03/24,11.10.22,~ Faiz Arfian Ilhami,aku yo pingin,1
13/03/24,11.10.31,ReviTO,baiklah,1
13/03/24,11.11.20,Izam TIF '21,opo ra enek inpo mokel iki,1
13/03/24,11.11.40,ReviTO,ayo,1
13/03/24,11.11.42,ReviTO,aziz,1
,,,"‎[13/03/24, 11.11.47] Inandra: ‎audio tidak disertakan",1
13/03/24,11.12.07,Izam TIF '21,mbok nek,1
13/03/24,11.20.40,Rehan ECU,josjis,1
13/03/24,11.28.34,Inandra,mintol ketupat per sub acara dimasukkan ke grup sie masing masing ya,1
14/03/24,17.16.38,Inandra,https://chat.whatsapp.com/BbpsG3eydw8Lm2rjquLOw5,1
14/03/24,17.16.45,Inandra,boleh dishare ke anggotane,1
14/03/24,17.30.11,Inandra,‎Anda mengubah pengaturan grup ini untuk mengizinkan hanya admin yang dapat menambahkan orang lain ke grup ini.,1
14/03/24,17.46.01,ReviTO,bejir tidak ada niatan ganti profil kah,1
14/03/24,17.48.35,Inandra,kosek,1
14/03/24,17.48.55,Rehan ECU,ngenteni desain parti 2k24,1
14/03/24,17.49.01,Inandra,betol,1
14/03/24,17.49.47,ReviTO,seng luwih apik cah,1
14/03/24,17.49.58,ReviTO,ojo nggo foto selfie,1
14/03/24,17.58.20,Inandra,pj to?,1
14/03/24,17.58.57,PJ PARTI 2024 ABANGKUH 🙌🔥🌾,‎Anda mengubah ikon grup ini,1
14/03/24,18.06.41,ReviTO,grup bsr barang yo selfie aowkwk,1
14/03/24,18.07.24,Inandra,nek kui ngenteni dekdog @62895620490206,1
15/03/24,03.22.07,Inandra,@6287804044937 @6281336917985 bisa disampaikan hasil rapat e kalian,1
15/03/24,07.22.56,Sofia TIF ‘22,1. Danusan :,1
,,,Planing lokasi :,1
,,,- Gentan,1
,,,- Depan kampus 1,1
,,,- ⁠colomadu,1
,,,Keperluan es teh,1
,,,- gula,1
,,,- teh,1
,,,- air,1
,,,- gelas cup,1
,,,- press,1
,,,- sedotan,1
,,,- plastik kresek,1
,,,,1
,,,Risol :,1
,,,Rencana harga jual 3500 perbiji,1
,,,1paket isi 3 10.000,1
,,,Kebutuhan :,1
,,,-mika,1
,,,-kresek,1
,,,-saos sachet,1
,,,,1
,,,Risol open po bisa diambil di stand,1
,,,,1
,,,Plot danusan dr sponsor :,1
,,,Danusan :,1
,,,Senin :,1
,,,1.  Rendy,1
,,,Selasa :,1
,,,1.  Tyas,1
,,,2.  Kusasih,1
,,,Rabu :,1
,,,1. Rendy,1
,,,2. Firja,1
,,,3. ⁠Abdurahman,1
,,,Kamis :,1
,,,1. Sofi,1
,,,2. Nandra,1
,,,Jum’at :,1
,,,1. Retno,1
,,,2. Nashwa,1
,,,3. ⁠Elma,1
15/03/24,07.23.06,Sofia TIF ‘22,notulen e cuma itu 😭,1
15/03/24,08.17.58,Inandra,jelaske san sop,1
15/03/24,08.39.06,Sofia TIF ‘22,"oyaaa kemarin dr sponsor baru bahas bahas danusan, dan ada pencerahan buat bikin stand di depan kampus 1/colomadu cuma kita buat alat alatnya udah aman semua bahan aman dan yg paling menghambat dr pencarian tempat danusan itu adalah listrik, soalnya kalau mau jualan es teh kita mau pake press aja ga gelas cup yg pake tutup krn rentan tumpah. mungkin dr temen temen ada saran bisa di sampaikan yaaaa",1
,,,"terus semisal danusan es teh nya ini gak jalan jalan kita keep seiring berjalannya waktu aja kita banting stir ke jualan risol buat risol nanti kan rencana ambil ke revito , alacarte 3,5k buat per paket isi 3 10k itu nanti kita stok bbrp aja semisal ada yg beli frozen ya kita kasi frozen semisal ada yg minta goreng ya nanti kita gorengin ini free ong ums raya😭diluar ums cod , terus nanti buat rollingan jualan per sie ngelist anak anak nya dr hari Senin-Jumat yg bisa berkontribusi ikut jualan WAJIB SEMUA YA",1
15/03/24,08.45.00,Inandra,@62895620490206 @6285854534950 @6281231715679 @6281327209494 @6289675358785 @6282139075188 @6282175165826 @6285775087151 @6281233544829 @6282198045056 @6289529000117 @6282325384330 @6281225316790 @6281218620232 @6289516556760 @628993998600 @6285290474524 @6281393686086 @6285865803536 @6289638972960 @62895620150369,1
15/03/24,08.45.54,Nirot TIF '22,‎Pesan ini dihapus.,1
15/03/24,08.49.10,Rehan ECU,hehe,1
15/03/24,08.50.52,ReviTO,listrik nggo opo,1
